"MEASURE - Percentage of Gross Domestic Product"
"FLOW - Sum of imports and exports"
"SERIES - Total trade in goods and services"

YEAR,"1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"          Mauritania",46.9246315724,57.6644666891,66.5704398625,67.71929789000001,69.2660957805,86.1076874518,82.7250615049,69.94571336760001,68.3287330779,66.2201805065,61.0430122637,58.4604694568,60.5481556082,67.05168074220001,60.0998803182,60.3185983266,64.0450402005,59.0015807952,59.9527203034,66.5780437336,77.6501625376,79.1025522307,74.7914511857,70.0045205494,93.2696968648,114.984418458,99.535735492,107.0467227257,131.4304476872,124.8194205285,149.5355704163,138.0891497953,179.9336443345,169.2362195494
"          Mauritius",108.9198068409,96.7452299648,94.539092317,91.3763986159,98.2494409394,106.1318700334,111.4306434132,127.0451511334,135.0656808189,136.3262289552,138.8756200872,130.7499364659,120.2091342021,120.9466957993,119.9505216588,117.3747250711,124.6743551959,122.3537091712,124.0909298601,125.7192673654,114.2805326298,119.3476597784,118.8791897653,108.0621817831,107.0807816244,121.586256164,129.6259825909,124.0762465228,116.5194499077,105.1391100899,114.1369293359,117.5372683315,118.8066177599,118.0220791117
"          Mexico",19.3491374087,19.2014113645,22.1449201563,23.3693071048,23.5399187086,22.5517197601,28.0400326761,30.5777670853,31.0760969405,30.5069537056,30.6730206542,28.6182916331,28.5070953237,27.5446389332,31.0235143941,49.8818391582,52.0908563098,50.7818767379,53.3021231754,52.5561191317,54.3689560434,49.2714525988,48.5629190765,51.3219883996,54.3373329166,54.6615942023,56.3714796277,57.0731877085,58.4467913104,56.3970694705,61.0644783292,63.8447948529,66.6269305487,64.5356483084
"          Micronesia (Federated States of)","_","_","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",87.00901172499999,90.2909973631,86.39801775630001,91.74317653040001,94.86268781299999,91.3987189752,92.9083003953,96.4955060571,104.4424033678,108.3810791207,102.5786944407,"-","-","-"
"          Mongolia","-",249.0352326543,242.9592135964,227.4472654231,205.0347524555,192.4310773577,228.1402191594,220.562976698,206.794241055,191.4214536033,105.4821076702,62.6490105888,64.4386008032,61.77636723,61.6318534664,69.85773235729999,74.2445125222,93.14320278300001,103.7084415979,109.0637231591,121.7961454022,115.6110767257,118.4299160588,120.3039996282,131.2840121349,121.1174999293,114.5522817024,118.254037864,120.8398644705,107.5918379481,117.1493260988,148.7400161667,129.9217412324,106.5947785102
"          Montenegro","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",132.2754212617,100.7234718388,99.81212805129999,108.1514543266,112.4076307861,110.9650875551
"          Montserrat","-","-","-","-","-","-",96.5392052239,107.3992704457,100.8085599878,106.9872874657,109.8940823309,115.2772128567,110.2821449238,106.2805025417,117.1498128825,142.4006174745,225.123884435,154.2186821144,144.5406925126,174.2858188663,159.6638259475,150.1217532468,135.4944424198,139.0719202259,158.1237070749,138.3369427227,115.4819507361,115.336797066,129.1521850243,97.4477033758,95.13163468330001,99.7311717124,101.5886839288,110.1795194344
"          Morocco",40.1340249784,48.7505485338,46.8167376776,45.5662248397,51.5958785088,52.073230067,43.2937250187,43.9397928769,44.090233706,43.919741986,48.5911713847,48.214507361,50.8887654444,52.0246714419,49.9265975145,55.0429632021,50.0520569033,53.9344188605,53.4606044626,56.836658514,62.1213228057,62.169145818,63.1219147574,60.6702965244,64.0794913891,69.76577211910001,72.9286587937,82.4792518269,90.3108414351,70.0581559284,77.3511960335,85.6881623748,87.95221465180001,81.96093407700001
"          Mozambique",25.7410476131,26.950723948,25.1785542341,20.1853191465,14.3732410818,12.9073901081,15.6144470019,31.6463920681,41.5890446127,41.5062470039,41.2625742831,49.2950908531,65.72824623459999,69.7235078229,71.6602870623,64.0009650467,46.3549900713,39.9289091614,38.4462941218,45.7357233161,50.6068225824,63.5886254906,76.2285946036,76.50396820349999,72.6659066262,75.67307664179999,87.0135401303,81.35678557190001,79.0311830478,74.6859613271,82.9759285956,90.5414467211,116.5737641951,128.1010100381
"          Myanmar",22.9473740974,26.5137203392,25.3503383793,20.0456512008,16.5973316712,14.715381457,21.6471557769,16.0648924259,13.717931297,12.966690399,17.646822935,12.4078289102,22.1392160842,35.0489322232,38.3521828633,42.4900017378,42.0519688961,44.743212084,76.06147510940001,64.4195991295,62.8193020952,74.3951441695,49.4275334629,52.7613553661,54.4347091353,52.3535724348,55.3148011936,55.9572897069,45.9828555806,32.5566145938,31.4360846812,32.173957339,"-","-"
"          Namibia","-","-","-","-","-","-","-","-","-","-",104.6798241644,106.0224684642,104.6061956777,102.5223594825,92.7497294632,95.5690058374,96.37717186810001,93.0270078114,90.27700546,85.28018290040001,79.6530153578,85.9356457398,84.8467422536,74.6020413796,73.1557242265,71.3022018338,77.0252524786,80.97050284549999,91.8876198526,99.0147374149,95.5201423237,93.1817409044,97.1422931159,103.0382013998
"          Nauru","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"          Nepal",32.2029934117,31.837598305,29.4323032275,33.2575783868,30.8138458887,32.0467600568,30.8462905061,32.5720236777,34.7879874231,30.6431016331,33.2305054872,41.9536276427,43.3118532668,48.6016957853,55.498262474,58.5083126267,61.1796908778,61.5630719434,50.7114155082,55.2699743939,53.6113301094,48.1123771703,44.0606334753,46.520793873,48.4103345623,48.365438434,46.3655755219,46.4598132488,52.0124035516,52.1821731286,45.7603807857,44.7347924706,48.6809945459,53.0420022683
"          Netherlands",100.6778255222,107.1044590567,107.7642402097,106.4019947449,114.1352380421,119.0485782193,99.64185310009999,97.24391333769999,100.3832740107,107.2535491076,104.0991810466,104.2836028292,100.8471210282,96.1166951484,99.02056487,110.9331405878,111.5847681712,117.9292793068,117.4014324367,117.4555554609,130.1979657861,123.7685127899,117.5641442176,118.246116656,123.5338325352,128.9371222053,135.8239627461,138.3290408502,141.631088775,126.3572203416,144.7954515122,155.9400257971,165.2643736489,165.5611249347
"          Netherlands Antilles",1514.8502450683,1298.5077781492,1056.0135762162,952.8390924051,800.80784723,426.0528916701,114.0885504425,117.7029434643,142.0130376376,143.7254839188,156.2723710317,153.7518844862,158.3603514224,146.2015615747,148.7241216822,165.7869562802,163.0170133239,143.2283654936,146.0020123352,151.7616863565,149.996795895,154.2806795107,145.7305054478,144.1098569972,153.6655587782,157.6732036045,164.5220548916,168.35438278,179.8487030341,158.6656745833,168.5255672166,"_","_","_"
"          New Caledonia","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",61.7269314891,64.3776538215,60.6326305464,63.372046754,69.69942861600001,74.4542899779,69.6370657347,56.9764295115,71.50591837979999,69.449860723,64.0667046783,"-"
"          New Zealand",57.3522511132,56.3575965712,57.8297802942,55.5311232338,62.1690837154,61.5563394944,51.5699176087,49.1647567837,46.5381028651,50.6637686816,51.9999163667,53.1072713943,57.7810551709,56.5344563435,56.9787637305,56.1357883425,54.7071458686,53.5629436672,57.0796602505,59.4132357493,66.601321621,66.7374377213,64.206961585,57.2651395287,58.0127968036,56.9138767808,58.939153401,57.1332480367,65.1155253319,56.8417023182,57.6655029853,60.4388268163,58.9356252846,57.1729086945
"          Nicaragua",51.8775238174,50.9443510469,38.8862094883,38.4153717135,36.9707396662,35.2607552801,30.879065831,32.7857062181,33.5257323928,29.3142330695,30.1161405504,31.7095868347,31.5986113062,28.5310660767,37.9621093109,43.845189488,48.7112574107,59.547833018,58.7240540489,64.1949162615,63.6861622985,61.422873928,64.09791040330001,69.84661273170001,78.04682363320001,84.90198565430001,91.1145150423,96.76183713650001,103.4449276064,92.54764966560001,107.7122172117,121.2753036947,124.2775891131,115.5872378096
"          Niger",58.314427242,55.7001124228,53.6914720593,44.9182508962,46.9292258489,50.3684019451,46.1689825915,51.2073588367,47.6422566712,46.78322911,47.8169707263,40.828314902,38.5441844347,34.9519108488,45.8866376975,43.5934977501,46.1010840575,43.3567661454,45.9979331103,40.2070455556,44.9411196582,42.9446295613,39.7934659321,41.510542771,47.7070201732,47.9036961886,45.9408303719,47.4356600013,55.4056322319,67.17756288459999,71.30316669690001,68.70019434699999,"-","-"
"          Nigeria",50.5305186556,51.0827271307,38.8788962437,30.7159432135,27.3403140283,27.3844006424,22.4354274046,45.7087690074,38.0205268224,43.4923717154,61.2659422951,70.47085195059999,67.9992896112,63.1201322797,65.07243795150001,83.23003988390001,86.841896756,89.1785578802,66.0272553785,72.2586980613,71.10355020039999,80.1605616313,57.4020935227,72.8925691323,67.2592273758,79.8416282207,65.4236328109,68.5599673494,73.1569713056,63.6419485394,64.8171775096,75.70011621499999,66.8419906589,59.9730241867
"          Niue","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"          Northern Mariana Islands","_","_","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"          Norway",80.06515772829999,79.51487392110001,77.6085931878,75.7091965985,77.61563961340001,78.37547426259999,71.4361873078,66.3184415141,66.31985394180001,71.4149393334,73.1054040265,71.6715034951,68.2522284849,68.73324610029999,69.7465741016,69.1007275362,72.0808409739,73.97361232660001,72.83146927270001,71.26711553689999,75.8144970102,74.0952737744,68.9209077079,67.3252942069,69.4171521091,71.80473264139999,73.9264730038,74.8774941076,76.568659048,69.6246715451,68.73221879250001,69.5001278308,68.0716000929,65.622763018
"          Oman",96.7778546445,100.9155711933,97.1780217582,87.1583486131,83.72065652649999,84.8804548194,72.15407001280001,71.1085644656,72.1581320877,"-","-","-",82.2381655339,83.4797494004,79.4351245371,81.4144834653,87.1636343693,90.1933939378,93.4138690636,87.9643551332,93.1686919015,97.3614899434,96.21912492760001,97.4068036617,101.8976088861,99.6759762839,99.6482252548,109.3360975567,108.8668309347,105.3186282897,106.5494984599,111.1944053744,114.3519241033,127.084725027
"          Pacific Islands, Trust Territory","-","-","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Pakistan",30.9114286773,27.1357458903,27.5489503409,28.2153714916,27.1759177664,27.289197067,27.7454689086,28.9911311947,28.2895814564,30.7913123974,32.981133938,33.8361340136,33.1529085174,32.8081371888,31.0136313557,31.5777975096,33.9559359549,30.2145286718,27.41043961,26.6291055683,28.9686186697,30.9285786596,31.0255393067,33.0902236294,36.4842401588,41.1119326477,40.8367608107,39.1458283296,48.5874158892,35.5746394148,39.0091169229,36.9390642807,37.3129880046,35.0329055409
"          Palau","_","_","..","..","..","..","..","..","..","..","..","..","..","..","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"          Panama","_",164.1286278011,146.6258403578,113.0146824363,110.467295553,114.2394039348,117.6420890665,117.8408847882,115.4341841915,128.1726957813,142.0455207234,162.3484955888,167.5515289792,162.0541582624,167.4139019348,170.0737129459,160.0057926862,168.965688219,156.451465369,130.1462202823,137.3007419873,133.6159220834,124.2806622991,117.4202826833,126.5725388418,138.0621673877,142.3446344168,146.1950014399,146.1320082081,140.7115867715,144.6438472628,170.1617075087,159.4836218192,138.899611889
"          Panama, Canal Zone","..","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Panama, excluding Canal Zone",168.1182345181,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Papua New Guinea",83.2803694756,85.3149017261,84.89125740119999,84.2099433587,88.72001067470001,87.90039350479999,86.4303564554,88.8163825111,91.630827931,89.4664897343,87.95097342299999,95.6433787461,97.8973381763,97.4801252741,90.57179837699999,101.154036998,101.992557187,100.8224256127,105.3174887484,115.728108505,117.3878423764,120.357141453,121.8853179488,123.5426492859,129.1447898745,132.0477673737,146.7721150267,152.5879258643,139.468906535,114.5922852369,127.1362562345,112.6312941639,97.6504679456,96.290645673
"          Paraguay",35.7339784554,30.8007389003,28.5945835684,20.4386294054,30.4494668246,36.2941723682,38.6899997814,48.5304998905,46.8347239081,75.0615423755,100.6625589342,87.1223617821,84.5078707218,109.7862811303,115.014648549,124.0088044396,107.8398100904,99.52094474560001,109.8011668752,84.01308670589999,87.5293561499,82.8226473336,77.76638019799999,83.7638004936,85.8241875234,93.4827094713,99.6147138828,96.1385451637,99.4514199944,97.3335362938,107.1250343696,100.3533806856,94.1568483983,89.5038745004
"          Peru",51.3773817699,43.5663293969,42.7677198347,45.9236594028,40.4668223156,44.545640722,31.8485470188,22.1626444067,24.4258353555,22.3146556496,28.0294760439,26.2473182178,27.4757895283,28.0461021196,27.8797730399,30.2232626355,30.8562205416,32.5581319008,32.0375954892,32.2663879852,34.0453290814,33.4861897211,33.4839319148,35.2479059287,39.2137377085,43.9129091449,48.4533007427,51.319521164,53.3052542956,43.3515373591,47.0733035079,52.0560095704,48.6435484133,46.0730572318
"          Philippines",45.6172233382,43.2740344457,39.6480475502,43.5709065489,41.0843651269,37.7127632578,41.0663942748,43.3854769328,45.1550747045,48.8198856682,51.7301326655,52.3623822874,53.4846589569,60.9836797397,"-","-","-","-","-",100.0286990404,110.19817612,101.3912595287,102.2571222495,101.6230185875,101.9303504636,95.74800641989999,92.08270993239999,83.4882462316,73.2884781156,56.5376054307,60.1176243474,57.1046826276,58.4368693565,53.2471913933
"          Poland",58.6269832165,49.0923452511,39.7825519491,34.6683108014,34.3868474713,35.5323269185,36.7024213341,42.5863645001,45.2583587507,38.4450341384,52.8771710972,43.2207891051,39.8663586038,40.9052323088,41.9653596287,50.0016582229,50.0919057004,54.6780535059,55.1323571988,53.9575518138,60.5701318076,57.6581020682,60.4355379716,68.8817217493,77.4556677401,75.0233501812,82.5936137599,84.92474404230001,84.71775334900001,79.4349941787,86.2875774362,91.7644768081,93.51481165609999,93.8013420714
"          Portugal",51.7906983603,59.9073649712,53.6037785872,55.8429696477,62.0667291753,60.2816325378,52.7131693321,57.8532076032,60.2481909839,61.9656063001,62.7023470533,56.9251348993,53.0437012865,55.7248325516,58.8146576555,61.5839963083,61.2532806084,63.4409597248,64.98248152950001,64.9696132488,69.3585201946,67.2863239757,64.12994490680001,62.878412237,65.48312431950001,65.51098181339999,71.1059038651,73.0242496929,75.88823250350001,64.3730073025,70.8546838404,76.5361973655,78.26273786820001,80.6952847466
"          Qatar","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",91.3125401785,93.05776911549999,94.9689069667,88.46982831699999,90.1652029305,90.3723826345,94.7452011506,98.5701461378,96.11423282769999,89.4331077793,80.1440481042,85.9384980103,96.3320651941,102.7095078266,103.5566670084
"          Republic of Moldova","_","_","_","_","_","_","_","_","_","_","_","_","-","-",79.9820581342,107.0014210344,128.5997315999,129.1698095019,119.2743392786,119.424716371,125.2172585109,123.1726505488,130.6063320353,140.2328573033,131.9295026686,141.1917845831,136.6981430851,143.6739828008,135.3647716469,110.0961963081,118.1158983609,130.9883005858,127.8573894871,134.1351436811
"          Romania",70.86418034250001,60.497882642,44.3792842149,47.5284615563,60.328714598,39.1514924584,34.3403665143,32.5525754203,31.9139048887,35.5466444077,40.1503353048,36.4036724115,55.5257162384,45.1668128936,46.9521248293,55.0600277482,60.1413612746,62.4713425663,52.9661970915,59.4916495324,70.11292894899999,73.70973228520001,76.0856747001,76.98393688589999,80.62918060360001,76.32626693980001,76.4493762212,72.3847212443,73.85625636979999,67.22918645900001,76.474924395,85.373130953,85.84071853019999,86.50116752850001
"          Russian Federation","_","_","_","_","_","_","_","_","_","_","_","_","-","-",34.9721361558,44.3360551336,48.6878116781,47.9651650651,59.9116436553,70.61497506710001,68.02958566389999,61.2677845843,59.5069987011,59.3356641673,56.5998463835,56.6672831353,54.9178092513,51.9571210577,53.5937165082,48.8357337351,50.5766230309,52.4470227641,51.3216244807,49.9067458312
"          Rwanda",37.3026441192,32.5005308819,30.2921331931,27.4822257476,27.3554048624,25.8160142869,29.4904364689,24.202794171,22.2727174575,19.5922085582,19.309356533,24.963191525,22.3827367997,25.8393200975,63.075154706,34.48239072,32.1459801144,32.8196753956,26.2977817083,28.7508459431,31.1066625329,35.4461824676,33.2116642846,30.9999655988,34.3158936882,35.4934444054,32.3550091002,34.0254708999,43.8483265853,40.717812702,40.4235180141,49.2880295654,49.2987796451,49.3879333962
"          Saint Helena","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"          Saint Kitts and Nevis",129.9588372825,118.755077288,111.6293859453,117.9998891896,109.4982625741,101.6659168624,109.6135658783,117.473187331,113.7486225119,109.8243771202,106.7707373016,110.1319134971,103.577075314,102.2398239909,94.2669021719,100.0568087618,103.3633611419,96.6054305728,93.1532698466,91.1935531132,95.864666073,85.4325698721,84.5863053261,89.9476943695,86.2864695088,92.8404150656,87.03816356500001,83.4350990282,86.0022228136,75.81140877359999,79.8036794133,79.9446097747,76.8909254914,80.6085991878
"          Saint Lucia",146.1199209258,127.4302671983,118.0988119737,112.5797043887,115.0167058554,109.6470979474,114.5832301756,115.9427023602,130.988795079,132.3806588507,129.3783576201,125.5253619818,123.0608001736,122.6180000842,122.0911379561,125.5965501053,113.0672701767,115.4405945732,111.172371991,106.8449649341,105.1962895619,98.9701493286,97.07628134079999,110.4439050627,109.8679804078,119.567615025,108.7515645742,105.1347277224,114.5606758304,101.0117108662,111.4930072722,107.4169093044,103.5924899987,96.3048905647
"          Saint Pierre and Miquelon","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"          Saint Vincent and the Grenadines",145.9197455162,133.8158421834,122.015947995,123.1963837864,130.9169164137,128.6626467319,129.8249943353,121.9298182938,134.4470070309,124.7160541722,120.5665277896,106.9114698969,108.6290735369,100.149797008,98.2902849924,99.5607171117,101.9001280528,108.5233875483,108.3103681662,106.9266318996,95.867147704,89.62011351210001,85.1155249421,85.97709242969999,87.4974491425,89.2888222358,88.0596871021,89.8088828488,92.1758700029,85.9944406333,84.0015980866,82.6298107696,85.72328986319999,86.712489238
"          Samoa",86.9029079859,77.1258381127,73.7193242706,83.6658573557,86.9592300477,98.8075274967,87.9015003687,99.3796981786,107.0577172938,118.397806823,124.4945786618,133.6230993168,149.1468955443,141.5759221999,72.8400083614,89.8126551111,88.7833525289,90.0794891628,92.8799003538,95.7145430785,83.2307961981,93.0644174384,90.1844142794,79.25321961589999,79.03028265579999,84.9188443458,93.08400442350001,80.70087338010001,86.1216182531,85.5485050408,89.4110900684,88.69325971320001,92.9740878551,"-"
"          San Marino","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","-","-","-","-","-","-","..","..","..","..","..","..","..","..","..","..","..","..",".."
"          Sao Tome and Principe",53.8179196176,49.7335752166,62.4488315959,49.4010226498,64.3758338562,47.9615989716,43.2514943747,27.4841400271,35.6649207437,33.3131697008,26.3720165411,"-",56.3102360811,44.3210074924,42.2724133504,55.6709132588,40.9130547746,52.7311028297,56.4397216795,69.64004652280001,75.76439131639999,70.6393449861,69.03722633930001,65.1810823302,64.58400070730001,55.2827705725,67.8748321666,64.62330974619999,65.556594484,56.3859742417,66.8115589275,67.6965868687,65.25348414299999,"-"
"          Saudi Arabia",98.79601777800001,102.8636085177,96.6223142317,93.27383040540001,86.1564614908,74.3307915405,69.2222897993,73.31475571679999,69.5814869961,73.41809059960001,78.25377792659999,87.9206385473,85.3119047758,72.6558706348,63.7835864997,69.11154549450001,71.73334398270001,71.1072727577,60.2647004305,62.485159611,71.7417230066,66.04389734030001,67.485788259,71.62234104229999,76.7543451241,85.1965805987,89.9445953605,94.8566261843,96.1026539602,84.85836483670001,82.7686466727,85.76482436089999,86.4392452025,85.4296979332
"          Senegal",62.1359207419,92.5471335963,75.1529217423,83.606464448,82.1253042397,70.7647166214,58.4954969759,50.5315263146,47.7011978001,54.0025165788,53.0653334959,50.6632383404,48.5759355784,47.6680132307,69.2434919757,68.26903640579999,59.7445617346,60.8660134656,61.9513460672,63.1102165979,65.14167437410001,66.49070571430001,67.5121472586,65.3517952305,67.0118082278,69.4812512698,68.7753380571,73.34630706660001,78.5920522655,65.6336654558,65.2925040145,71.18393485830001,84.6143468594,"-"
"          Serbia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",97.79928159959999,86.1542430791,99.9787393406,101.1391513218,108.9701896152,112.3515112826
"          Serbia and Montenegro","_","_","_","_","_","_","_","_","_","_","_","_","-","-","-","-",35.3649234249,43.9392773556,50.7248840106,47.1043819623,65.4049970674,62.7759706122,61.7164360258,60.7810685767,72.8720838433,72.889926149,"-","-","_","_","_","_","_","_"
"          Seychelles",123.9143198391,115.3943114208,115.9993173239,111.1633861527,120.5153179977,127.4162539358,115.5370305605,110.9750234235,116.1367147791,108.1426117041,106.8325034619,98.9218813647,95.2778003178,108.4725600164,98.0018159239,105.8522996547,118.4473905115,117.6916749395,113.8815220946,126.2245662625,131.692763501,154.7403140998,136.8659384049,143.2692319531,154.8629530143,174.5781883642,180.5238166907,209.9210296646,233.057586469,217.28620288,194.0165521464,199.6005777848,204.3048208916,184.0307433637
"          Sierra Leone",56.0189509956,38.127850396,29.9270113411,22.6933819054,21.6770238813,24.9857121543,30.8521016834,41.4672386655,25.6442044645,31.6059559696,48.2658048948,39.7289691024,43.3765253903,40.8705629771,41.513043323,32.9377072965,34.8111242888,14.5341360636,19.6360444587,23.8723657171,35.4080549555,32.7443235914,34.6109650751,41.9434679876,40.1870471941,43.3043619496,39.3408882732,38.3394589819,37.1792138568,46.0135883433,60.560101215,103.5529366842,89.8862775795,"-"
"          Singapore",411.7419945752,400.1469391702,372.8260019966,333.2250224273,313.6841185882,304.0267046762,293.7785247155,323.5993803139,357.7953333501,344.593752139,341.0336470495,322.5046969664,308.9498448788,311.4742963172,316.0047232056,349.6251700367,340.5796480052,328.5986476621,316.6579449318,343.5417581531,371.7526690776,361.0196502434,360.8667617206,387.5911255285,413.5708588453,430.2642158622,438.2164841883,404.6778298621,444.156706085,367.0545464958,379.6846135972,385.851227942,381.5369194363,374.706323893
"          Sint Maarten (Dutch part)","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","..","-","-"
"          Slovakia","_","_","_","_","_","_","_","_","_","_","_","_","_",114.2634820999,110.2306572713,110.2749174815,113.6187396644,119.8067287647,127.3990511463,123.9306227068,141.5167815776,154.0330506172,147.2539460622,152.3284925384,151.7262177033,155.9979650128,171.8342807149,173.4243534764,173.6235061631,140.4691061286,159.8015968918,177.4878188646,185.4813526303,187.9112370887
"          Slovenia","_","_","_","_","_","_","_","_","_","_","_","_",113.2070529134,111.1128846627,112.7967303893,100.6580304529,100.1283664649,103.0549644477,103.3507368938,98.2653617723,110.6280978373,110.9616305929,108.6686534669,107.5057181739,116.5324390682,124.3647297555,134.045853623,140.8988065794,138.7493393192,116.0674892755,131.5525343923,144.0196493737,146.9490398977,148.5748130781
"          Socialist Federative Republic of Yugoslavia","-","-","-","-","-","-","-","-","-","-","-","-","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Solomon Islands",130.3106764746,119.2744853029,102.9653091827,140.3111812205,119.9819379899,122.1190145042,136.4355931949,139.2144713812,155.9128023556,161.5244529286,120.8436509557,133.9796052231,116.3542370056,137.6163085723,137.6816625986,121.0869023261,111.7663220556,126.9630632837,114.7625555694,110.0760101088,84.7009809114,77.1643791087,61.0497284207,78.8340476584,76.79400065,90.63485959000001,91.4092177918,112.8082405611,111.5290267845,96.8675890151,128.784727185,134.4847166633,127.3724255944,111.2349052359
"          Somalia",128.4986279926,113.7142133159,118.2966958157,98.43655359029999,97.44646285420001,68.8274579368,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"          South Africa",62.8789238843,58.879454472,53.4315221261,45.7294891069,49.7708845938,54.1936844913,52.242925472,50.6578691215,51.6478306059,48.0407999639,43.010093295,39.1999265123,38.6934786694,40.2494696681,41.9374898525,44.8520526751,47.8655247677,47.9873180381,50.2323692873,48.0750163771,52.7329134015,56.5079287667,62.3553689557,53.7717886463,53.3821043079,55.1539114852,62.182384194,65.810460638,75.58910340670001,56.131268328,56.5874558579,61.0966263158,61.43730215,64.82991785519999
"          South Sudan","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","-","-"
"          Spain",31.0395742075,35.0918250921,36.4270865583,39.7015457937,41.2575913169,40.8656683317,35.4595504248,36.5804637774,37.0386835742,37.7171277482,35.4100317535,35.17302862,35.4746295652,36.9499492192,41.8264266868,44.7418731793,46.6254112474,51.8984987401,53.6576398848,55.3881412962,61.0427087198,59.1807430074,56.3010133609,54.5824167074,55.6940855397,56.6166427288,59.0686063966,60.7737622258,58.9378379627,49.8860687928,57.0385954818,62.8168088677,64.6887624224,65.4540701895
"          Sri Lanka",81.6533917814,74.7763564041,72.01828168740001,66.6640911864,63.786436015,64.224493557,59.3652614243,62.1576226481,61.6026070699,62.8042262061,64.0803803283,66.23996184070001,67.9699487967,73.1588760385,76.8101625634,79.31690441000001,75.9511385098,77.44822994650001,76.42565474049999,76.5751327082,86.6384879517,82.87779393140001,76.2869588537,75.35243569710001,79.3332437017,73.5566486415,71.1770530741,68.5727553083,63.3814660328,49.1731799228,53.09850501,60.6494273409,59.4096094109,55.4787848737
"          State of Palestine","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",110.338188255,123.4878193702,120.3506591744,110.0236797404,110.240564796,102.0827711159,93.4979985631,87.34084950179999,86.4423963134,94.7722227515,93.5496504402,97.7671191358,104.533440105,94.50045619709999,93.4185219358,83.53166638659999,85.2631121296,88.1370214343,85.9560427086
"          Sudan","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","-","-"
"          Sudan (…2011)",38.680471453,43.2435481352,33.6043882682,34.9665463642,23.5343394405,26.3267468959,15.2479861632,11.8130876478,15.4376988964,19.835401629,10.8798073026,15.1263217512,11.3961728385,8.1278510513,15.7283081334,14.9394567755,26.3962772684,21.6812193791,23.321715262,22.3310648558,29.3917937838,23.9794692017,28.6334785594,27.8387157403,31.7968468004,36.1784520963,34.9247701714,33.5203900127,35.9777433448,31.5117310129,32.7557952071,27.4038191091,"_","_"
"          Suriname",208.3079525879,185.9937690807,167.4968681197,149.3757719267,140.812076723,114.7406866326,108.7567527135,101.3015724778,78.19927548360001,235.6668468194,227.2543580865,181.4765265176,159.6142599864,84.2770315121,81.5001524346,115.3367887157,101.5178531708,93.2703069378,73.5800025338,77.86419580400001,82.2721282397,94.7959121489,66.8951751677,76.9871785543,107.1396376389,134.8122971858,102.4157684395,105.7810948458,105.873523093,86.4475604058,91.17200911720001,112.5112650537,108.8898446191,101.3222905908
"          Swaziland",153.9925657172,147.1018740924,143.7400522861,139.633880737,132.5702026765,123.1540244147,119.3304288179,131.0168771447,125.3763260268,134.6891496499,131.419460798,133.3119660788,137.9856244826,138.8338669018,136.9321058008,135.333737933,140.0743390591,137.7029796938,152.2446823757,143.2555552608,175.6724782501,183.2082681877,196.7416382451,202.8495545442,171.3915265214,163.1742165565,143.6391215671,155.2778124349,133.7020737791,132.7345454393,120.4557922849,122.8125996196,125.4383404731,128.4164154311
